user_id,name,review_count,average_stars
NWfMjarRn-EhRmPI69qDhw,Grace,4,5.0
r8LaS53N3xD0wk7JPsl0Mg,Carmella,11,4.36
dtbYiDaA8Xc7-gqz0-OR_g,M.,24,3.54
0mim_KQY50nHstGOnZcu5A,'Trick,19,3.06
qisUJEPzLUJLbzEjC9RJJQ,Robert,32,3.94
QbPvjls1yaMiwkr63ukIqw,Bee,29,4.52
fM9kRHsWW-fhDRVIREqxMQ,Joscelyn,15,4.0
X6IQFaRtWuCaGsKTDDyIFA,Kyle,5,2.6
qlWgfWxaIywAg5B9zwGgyA,Keith,7,4.29
sECy434g69Aj-oJKBjFrsg,Kira,3,2.33
2PeLJ5hWFqzywZZ2FIVvSQ,Van,17,3.06
3_ZGFBG4GatyzNcQMifVwA,Cory,8,4.5
mBKazc2WgEgKSinEq8QrBA,S,7,2.14
JkAlTwKeNu7VU5AumssZOA,Lucky,1,1.0
qshE4Z0hPuxhpnl-7bPBUQ,Dianna,2,1.33
-xcbZeCZwRCAB1Vo8jMIUw,David,12,2.85
QqdO8wQDoXIRtnNwM7iduQ,Ron,127,3.57
uZPYbl7JR0IQfcp1HSJKaQ,V,22,4.05
oI6lSlH38p9rCihjGuHJBQ,Serene,4,3.75
1Af_btGMhSTKgdzusRiEAQ,Alberto,5,3.8
TUJuf4UbsaJroJtfmP3_4g,Brian,20,4.83
EEbwcgVhNhFFwFjDxMEghw,Thomas,7,3.86
vJn8MPxBAOKiWcb0aDrmLw,Kim,12,4.67
_a5zur7s8RJVj11BsSeDFg,Angela,30,4.27
aXzChbPIXXZyuRHoZPUr6A,Amanda,13,3.92
Ft4t7m1COMYKGHP3HF-A6Q,Mindo,35,3.95
SKgLwiNUokjEMuUPhSrgIQ,Priscilla,1,5.0
kIygZ3DL0B43uY0XlxL7Jg,Bernie,5,3.29
mSY0KvXar5PaWVyQe3tzPA,Benjamin,4,3.2
6RluqgKKn8Q0DGxLJvC3PQ,nick,17,3.43
tjET63TBEi2keAzBS5_RTw,Jimmy,22,4.19
5ofUp34NEcoJ1O2FCCyo4A,Carlos,1,5.0
pbPBQqc1ffVwU5G7MIkj3A,Jazzimin,4,2.0
zKBLp3XK53VQL0pSQRwKUA,Zoe,85,2.51
2K-t-7yHO4kqLecDIZYqFQ,Jennifer,5,5.0
pxeJ1dLDO2Cc532K4figiA,Chris,7,3.14
TA296tHx8cX0GN0daIrbbw,Brandon,20,3.95
pppfF0G9cJhkgzv_C7WFeg,Debi,15,4.47
MUhHERfx1On7D-ozdVwLQA,Sachi,17,4.53
26_2qxDIvcaTh7VYyyIY4w,Nana,157,4.14
dEr3k_Cio4jUbn6FL8sIHg,Craig,5,4.0
p4v9BwIebNbL7qyWRMkXFg,Kate,4,4.5
QQ44uzyqkd4D7TpT_9_mrw,Karen,5,3.4
cjgDI2g1kjePKHEY9uttiA,Kyle,14,4.21
zGhURniscJTg6Bv4Iotn0A,Fuckin,16,4.44
N06FoSY0LZvReWRe923_xw,Paige,28,4.5
h0b0hVy4hqpAW-FOONcLrA,stephanie,87,3.61
YjL9rbiSVM5haUMcNeHFQA,Sabrina,4,3.8
yLPfaQ2h4K9GrCKWNoQbuw,Joycy,35,4.44
0mnizo4TPwNgYX29p22IrA,Anna,10,5.0
E9dAV9h6d_WFi_IIqKfBQw,Jack,8,3.22
5BdNULD8aeRNoIlTZR211w,A,5,2.82
crmWYcXB5yaUBZP6IbivOg,Jake,8,2.56
hVbhrL58Z_8BFvfFEuPkng,Lex,8,3.88
KiVfjqpyD4JgtvgY8z_0tQ,E,2,3.0
zp7QEtdpzgIIloQIyx6fGw,Erin,34,4.0
aZ3eWpSBtbJPCgjJ4Ulubw,Rachel,5,4.2
jZpwCh08h5By_LuBZHfIFA,Hebba,27,3.41
ruhMGLzr5-zgU2aYV-7d0A,Alicia,6,3.33
T-Py1aCS3uknSz9F8Sr8Fg,Anon,2,1.5
vDU3Fz3qdgvbNvDpozhCMA,Mia,6,4.83
lepfjciseFf0ZbLfhe97zw,Lee,3,4.67
DSMFq7ZJhc23Y7hdwfEq3w,Keri,7,2.13
1rlN5m0t0HT2mzm-neQoTA,J,29,2.94
Y45D17vd_oU3VuI5bPonvw,Gen,3,2.67
N7Rux8Y4ILMVNEKvYvenSA,Samantha,65,4.09
IJHnfZpBAUQsSu248ZHNrQ,Bill,5,2.86
hq6r51n58jOcNn2I_yaG7g,Asyia,2,1.0
23BNbUDrw8FaMXPQ-c9nAg,Jan,2,5.0
hSVFFmkSgBAqqX-iDDbUmA,Kellie,32,3.09
E2o55oIG0fJwIBEl2wu--w,Coleen,70,3.21
eDu2JTiq2gbHhwUHM6t9yA,Mersades,18,4.22
CYd4mVJ6gAOo6kZImg4dEw,Jessie,4,3.75
u4dS_07ONMtHm_o0BlxaTQ,Abel,24,2.52
86NnI9TIHkuq7GbezVTXGQ,Ivy,5,5.0
_TFdTrjFBEA36wQRNFHX2g,Lucy,2,5.0
mvnZO0mOg4mmDedfqjGSIw,Robert,46,3.35
6eC7gGEMbE9hVLMRsP-cZw,K,22,2.59
zOOH5MYDv_WPK0Dn2UUDoQ,Massy,11,4.64
Qr4VCYhh8TN0DX-owE6eAA,Natasha,3,5.0
2DLg-Ja73aTnI7Q34cz31w,Judy,2,3.33
vxvfgxje1-H2B5hv_xVrRA,Lucy,6,4.33
08zFwO7-FLmT4ZeRHB-i3A,Diane,1,1.0
ycMYrSm4O0bHEVLMSiMWxw,H.,12,1.67
1uVVkTlvXmqemKyffhTD3Q,bananas,41,2.26
gdmtWF-rO6256W7VNUlI9Q,Joyce,203,3.62
dKMyOtCnfLGma-xSd3fy2A,Kay,11,3.0
vfYM1lWJrHYwpP6ybh8BlQ,James,7,4.43
5ol9BXH0P2Gz4INDDG4LqQ,T,17,4.33
R0EU0SM4RNaVeW27eyh8Ig,Andrew,10,3.8
4K8jTRdSscnWfsO5qKmU-Q,J,113,2.09
a1WhVVWs8AtHW0_wMmQMQg,Jon,5,2.8
bgogls_A9ijS_othN55Cng,Rob,40,3.0
L8f9AQCQ7EeBCmAsQsPS4Q,Eileen,13,4.57
icLjtzmlm2nbFfvmd6MHQw,Nick,45,4.24
TIAVJ8Te5iXjlVOrb7I6KQ,B M,16,4.78
VhFv-TVcQgm4qdMjfYJlYw,Lucia,15,4.47
nuKj9uiURr_5wpUkq3NaFA,Mara,22,3.07
KK-eQHEA6oIxuFiWbqjEOw,Peter,34,3.24
akgU-g_TYUhnNJix2IItxw,Rachel,25,3.48
xICu6QAG-MiwB1-KGk0K5Q,Kimi,41,2.85
KRVuH2FYgzg758P6xG1dYA,Di,1,5.0
znaJH8ERfbo8h03k4RfVSw,Neville,14,4.29
oFTYonGzsvoOHoo63_Ro4A,D.,13,2.64
hYMTe6VxasJd26xFcj0brQ,Juien,3,2.33
s14wPSDd_AWCrRs_n46gbw,Karen,5,4.8
ECPYT_LOaAbiEdcckBfxgA,Rayshaun,1,5.0
iX2ENXWUUu8jcDDckOCJwA,Danielle,5,4.2
kr67eQBl--2cRYy85yDnrA,Alandsue,23,4.26
Ix-7ScKPaGXtImaib3fk5w,Staci,19,4.65
nHk5fRt2oAZtI6zyibFDLQ,Dave,41,4.09
O9JU30dg8-tltZqte4-dGw,Joseph,23,3.88
rvu3fkkKmZlyjxi_7ads9g,Sally,4,4.5
1ukU96Z0h5i_kGNZfJerBw,Rose,30,4.48
7P4AotRgE7uIY0v-NWIHEg,YE,59,2.98
O7rIMyKMM6Nzr3j9uj3Tmg,Mary,124,4.62
XaUoRp_97gRQ_O_ykbMZXg,theodora,19,4.71
-8SmhfAtbA56qSWdP3xCYw,lance,53,3.14
nRAm4Sdg193Haav2hIJZaA,Diego,10,4.6
BUSr2V0lQUyLCqiExSUdRg,Mary Ann,14,4.79
IG84eslheOT7DEDt1v7niw,Eric,3,5.0
Tz7jexWFORFMUEEEEoQr-A,Nathan,2,3.0
hGxVvXVg7IK4J2aTiGMSIQ,Greg,10,4.62
aWZRFmKByX9sLLU2isIzOA,Charlie,118,2.79
8r4Q46-RKv_lahmMv7AScw,Bun,12,3.93
vqxmL_yx2yDjxtsouoGOQQ,Courtney,8,3.88
hgVRmPIwTsOE6aFjiK6eYQ,Robin,27,3.68
wfzaUO1b-f5GEi22oLFMNQ,Evangeline,8,5.0
2B--H2DyPXscF9RgAqBQ-g,Emily,6,5.0
KOexgPEqF-76cNA-4k6kEQ,Just,109,4.0
YE-wq78OSavb9MfN4y_TIw,Toni,2,5.0
RSuEPw_SZUPnQJWfM0N9gA,John,3,5.0
pIyvBYC7zr0QdPH9Lc4uMg,Rachael,5,5.0
z85i3804jQvutVN5TvU7wA,Sara,11,4.27
9zkvln1s6lF0VUj5igPSSA,Darin,9,3.6
M8xPNWlrUiyTBl24TGfuVg,Stella,2,2.5
XVmMqL_dgLNeHLo2mf0eYw,John,10,4.5
-79GqioJ8cioyZx0-ptWXQ,J.,16,3.47
1lRL-s5-IQbRvItXB1rqNQ,Lna,65,2.9
34y2EF3w6gaaOBbTxsqiVw,Nancy,39,4.9
bGXEAI6xmRKT8WBOce1hAg,James,4,3.25
8H-17uPX904DiVyNFIixPg,Marti,21,3.64
aWGomH7BkUW2Sk98YJ975A,Jenna,8,5.0
fWkGUihvo0XFMNyfoT-lIg,Maddy,9,4.8
hXWHW75vZ1VQe9KJycmllQ,Grace,14,3.29
wOaCgvY4MNSa7wsIybBkLQ,Kara,1,4.0
nfzCeAvpy61azmWpzQTfrQ,Julia,10,2.17
czIIH89Y2vgZU2hRdzopdA,Yuko,5,4.2
X0SeYRvGMEmeriH3Hu4SfA,Becca,43,3.09
69Dj5A3Zo64365eirmTekg,Bin,5,4.33
nZn6rYXDLamvuXMlvvNaEQ,C,5,3.4
TPWX5eLPEm8Av_qXv11hhA,Oshi,58,4.05
21u_7llMMrgnWD9nyWbgAA,Steve,47,3.14
q1dKnQ7egeIOo3VAmkPxVw,Katherine,12,3.08
pAP850QOQGokgJu6BSIwqA,William,45,3.33
3tTLU3lKYgOr_HY1gqsZXA,Stefanie,11,4.36
uHQHWul-RGMuQYYgHCxGtA,John,35,3.7
JHv_wBAARr4uohqiM72JAA,Steve,16,2.5
ypeeiFGaIteOdROggIBq0w,Todd,1,1.0
TAbAH4qV44xGrLMMYicNxg,C,43,3.21
yr6_LyQOfqNMOyPntBKV2A,Patrick,83,4.22
IM__pK7k2RB2S4IUESTcJA,S,25,4.15
5dkHRP9poPvL3YWQxfsZJg,Christine,17,4.29
ODstQT-pqbA0cjIvlNIGBw,TWOdMa,129,3.21
lsRj9G10Yb5aSG013IFE-A,Edison,7,1.14
zsIg6Q-4dN1v_FhymcIriQ,Sally,3,5.0
OxrNtcwMSqCnzWvJYCAp8Q,Chloe,11,4.92
FPJ322a3ZnaGlSbwO5h33g,Rob,9,3.58
UzIR-UuvVj_wF-Lyc5-_rQ,Jason,57,3.48
tzggZDhbD22EOaMrg-5QVQ,Dick,6,4.33
TxImEd7rs0t86nHZjjr2Ow,Rich,4,2.25
wiWvt8jdEHKOXvA8_UUFDQ,Allen,4,4.0
DqCnikoZNc04oLEpVKR2ew,Carolina,64,3.86
ppAniHDhSKdsszekYtnXww,Steve,3,4.67
dPR3uj4dXZ88KkLtxcZL4Q,Amalia,6,5.0
y5aNt7dM3RJP7ManiHCMAQ,Kaleigh,9,3.7
lKwlCsswPyG24iI0oT_c2w,TR,2,3.0
zKgiu5DTZvr8oE29pYc3eA,Miles,11,3.91
jJIriBAK5tPMbM5U79-Ieg,Leslie,92,4.01
_nb0AvKx5o_7b6CorML4mA,Dave,50,4.35
uCUbXI96FBscvbsWwy6oNw,Min,11,4.64
KmcSQ92r6rGgQ4hEm-YtLg,Will,2,3.5
4C0inuiRs_TIpMOAK4BWbA,Grant,8,4.56
4XiOBTn9v2X4Q_wIP_AgZQ,Shauna,6,4.33
yrpYKgtKqVAGx_gxZEIVEg,Desiree,25,3.32
XPo9jOKVV3g3Jq8V-UG7AQ,Aditya,12,2.42
0ElqQ0EOK94tKID7V3fqCQ,J.,9,2.4
G_TcaPR8zdGPvXM7v1Be4A,Neil,11,4.0
RIXPCNrvK8dkh-1z2erCkA,Grace,5,3.6
3qOGw6oYGGfM8ZCzZLatEg,C,8,4.0
HGAL-m-JFvg4izJboZ6p8w,Theona,4,4.2
e9YSFSVYxBe6dCU8dvQX9g,Cory,10,3.0
ez6SuXL8qzQQv8saN8asjw,Isabelle,5,4.0
o_CawrLclOg8SZZZOfgktw,Eileen,34,3.26
PoSEofZh7jBmLY4gVGUQTA,Jack,13,3.93
9CZz8WmDDiWDlJCY14Cyvw,Terrence,2,4.5
YA0iH0PHDejn9lPKjR3Y7A,ms,23,3.48
7_mwfhAC2w2u_sevVr4yBQ,Amanda,2,1.0
dKhvP7JG7YVGDewBkY-niA,Rachel,18,2.88
gfrJxzEjBHn1j-pKY5qJLA,Zina,4,4.0
Sd9rQA3W-PMeELlBomMT_A,Robin,35,3.94
vryjP1Antk4cUq9xcaxy5g,I,4,5.0
pkK8Sw52lWdQRlMl_rmlcw,Jessica,6,4.33
Jawlux4CbeOUnbOPR4aPDw,Derek,114,4.56
cvUQnVrkkEswgZhqx4J7EQ,G,31,4.19
djIUytM7FplYlU11CijU7w,Carl,16,4.65
pRp4ElE-OJv3KSMwhWc09w,Denise,18,2.86
XH9YHRA0RemnmXwhRJ-eow,Andy,5,3.4
iF5SbFTKdD89ZyzGLy2yOw,J,10,4.0
R0N5f7Rysx6qmLW2jm928g,Travis,23,4.33
Nx2ua1IOyDjpO-ms4cibng,Lisa,137,3.88
DF1ZRkOuO3pFRg0fHFCNUw,Gulhan,5,4.2
yxcfx5bYJ2mE_sFqgEIMLA,Robin,2,5.0
u9JHnvjq2VTWwJ8wrvc-GQ,Bill,5,4.33
C5NWLEAm6ZL3gzPiH1uFjg,Cheyanne,9,4.27
1u4b-wZrpLc8TlBxG_Wm-A,Ron,9,3.8
MpvzB0und7SJUJP0TpsSDA,Mona,13,2.93
bB_16oNh96ot_1-7COBKZQ,Garrett,5,4.2
WAUVCl_G3yhkgxVHwRz5YQ,Lynda,23,4.46
TBrLM4hOgtDH-G80R3ayoQ,Jacqui,39,4.15
Db5dSDWeGfIl-GLMkzKs0A,Hemant,17,4.06
wwcyLcsvVqikiuLmgnD8oQ,Brendon,22,4.86
65jsFcq5L7Okki9W0RhAvg,Reena,21,3.68
NQBvkfrwRZKZug328jJ06Q,Nina,9,2.56
l_MSwMINMUd3VWTrEzikeA,Stephanie,3,5.0
kwqoqLRleeLXPIDxE7L9Pg,Michelle,13,2.85
5-QxK-N1FWeTUgVaFoiclA,Hussaya,6,4.17
nCHjTi4Btz9ZYGnmNHJ0_g,Joe,3,3.67
f5QIpdCsjfILfaw4y3Y8Nw,So Yun,12,3.83
L_h-7D3VYLdGU-vaaxj3HQ,Ron,1,4.0
UKCgqPwFCLl85OeIKaIUGA,Daniela,14,3.71
JTqJrK7ajZEIkjqVOIJEAg,Josh,23,4.28
96HVyQzDqKN5sKBSw_e4ow,Katie,6,3.83
iNAuMuVZgb4ammSBp9HWkg,Becky,5,4.0
5oZSKcvIHTeCr51VDkwE6Q,Pablo,42,3.1
WnATelXSuN697bDrM0ph7A,Adam,7,2.86
Nubga8-skf3sDqa_X1L_dA,J.,10,3.5
Nq7ryOW7tkxQa59x75UfNQ,Dan,16,4.76
EgZV4qBLISVDWFtvMcELsA,SC,37,3.61
iX5ELVhFaL0u23h_Wxqxtw,B,10,2.6
XWmRFoHXxNm8et-_jduDtA,Jason,114,3.68
gmw_DJMJVgEAq6roIA1MDA,Jessica,3,5.0
jseQQn90mj19lp3Gn6uWVA,Mr,11,2.92
BWLjs-nPYvOLxnpm-4U9KQ,Sara,44,4.86
RdUTPyP9IsefmYEYuoX1xQ,Andrew,7,5.0
9PzJoSBDlgzxyXuQjrsDTg,Erika,14,3.87
IVF0FIjcxxOZk0zfcElu-A,Matt,100,4.54
EPjNGVmgmdSvIm4n_Ba9nQ,Chris,15,5.0
5I_Qls5G_-Hwbd39eVG2yA,David,9,5.0
U_uKz9CfIRRPtmmGd_cKOw,Joanna,20,3.57
zOv_lASUx19u5BrsAlt1IQ,Meg,13,5.0
ZIen8W2Bu8syDoYailyNYA,Eric,33,4.3
jW-UVCY-Isbhsj2EK_HwCg,Patricia,10,3.73
mpEQhDvvuE0FwyugjeB_Mw,Christine,21,3.57
foze8zFNDIB5jts2OBISbg,Monique,1,1.0
ID5xdRQRwrRLuGFpK8nrgA,Vicki Goldbach,10,5.0
jzi_cn4q3IT2o7un65Gjxg,Alan,41,3.27
e57vpvgx59ugHnWN1QFL4w,Sean,4,5.0
mKmlledUP9iDNVv4jQ1Byw,Tim,65,4.1
oDUoHKhLJLlrBxaBcN8dKw,Georgia,8,2.9
A9XPBaOwTe1Chn9kgM0q9Q,Marissa,24,4.56
864wThC4mqseHBnHExQ15g,Ezra,26,3.63
jj5O_ZCbqkJQQX2XflklOw,Jean,72,3.89
oOYhuhRqSC6-0_n1UGZP7w,Scott,24,4.44
3_7seLUJB-lRtXpqIM3b7g,Lisa,41,2.91
AZWtQckWqcMVUS40YBFQcA,Brett,28,4.29
ksztPIJRYrNe3bT-e6zKoA,Erin,3,3.67
mLt342pLNAKarl8XrnOzGg,Stacy,5,3.8
Pw9kB1FUlM2gSM8Xq5mq-g,Ben,38,4.28
3qxKcv2160m1P8k_V2ZCjQ,Lydia,14,4.57
2boQEn_bKehS7pURiXgxrA,Tim,5,4.0
5u_X9kHL7x-nwYpICtP78g,Stella,2,2.5
pAmiIFXDO1faG6zbIKGtTg,Robert,7,4.0
uHtm3Vx4gqaFnm-suoWC2g,Mollie,5,3.6
y3lmaB333W7gbX-RLWwxxw,Joey,5,4.8
ux3YHy61f8IJZwFoSaao8Q,Diane,25,4.96
Z-GgIDSssY-m7uERnLqI-A,Mike,7,4.71
aqrrtslGgOSDTNeWk0eAsA,Deb,3,2.0
UCIRBpIoYAPm66tio6PXEQ,Andrea,12,3.83
K7K02oQL6AUgwIfq558tWg,Marissa,13,4.69
C_V0ewNdqdWcX49Iplia9A,John,47,4.37
EhqRzVbtWnDfZI2VuFgHHg,Lyle,18,4.6
skvyjnux2bZTBCsIHRV4Sg,Don,1,5.0
jYyUWgcy2FiEIMPwj988PQ,Happy,8,3.25
R5QXQKZPsHIVIDa7WyzIuw,Mattie,3,4.33
Z0BSN5kmtvMIuqPLpiNZsw,Yasemin,7,4.57
ByCF3L4O36DfH2N8R5g4dA,Gary,5,2.3
EuqFZWIhNwl-ZYh4h-AvNQ,Sue,15,4.22
HZZWtntE04z41CIxUwrMJw,Chief,18,3.44
QRiQ92LJ06mqoxfpEpWn-g,Robert,7,5.0
E0e7lUG2fyszl_270QjMEw,Bryan,2,5.0
NRCnD1GF91Fy9FYTEuzfoQ,Emily,6,3.5
5pO8EtKJh_E9UyJ7U4_NPw,Merary,1,5.0
_VbtkzGWPofAHbzP_IDiyA,Chris,16,4.38
YZYN5ZypRnIXOyZAEVshNQ,Ava,9,3.93
phC6Qw1dVjhC-zj45qnuNA,Andy,73,4.79
AJjl1G1TZCrZvKjbW1Tl3g,Dani,46,3.83
fVMex9GA088dBIdS4ciHsw,Deborah,7,5.0
w23ZkRg1B5iq6Be0xjhllA,Micah,15,4.13
Gbwz06xwdFRGH6JgT2yj5g,Leah,6,2.5
HgQ8G66XbsKTiWXE4gDE5g,Erin,2,5.0
ZTSwqF59dGAQnTnQ9RGspQ,Mia,8,2.89
RBh8EYvcTrzfRN-tx-YRqw,Jim,5,4.4
ukn5bTdy76Np56WBR6-zqA,Edward,47,4.02
Fr9dHq7DQsbgx3F2Pa64AA,Reggie,21,4.55
V9y7zeb6MeTqMoC3UUabjg,Raphael,13,3.93
xm6qiQMK6kZdYXA4CgFd2A,D.,15,4.71
hObDa8552R70ohpuRIuU8g,Not,9,2.89
V3jDd3L0PPx2eAXz9A8zDQ,Connie,2,5.0
IW208ynDlIQnEdEawosVbg,Todd,2,4.5
OISxmywOAxnamO1Kw8Q1pw,Anna,1,1.0
sK0J3RlXzHrZ6SIt8Uv9_w,Heaven,3,1.0
mPM9yK4Wosp3jlJpaIpJ5g,Allison,33,3.85
hstwYFPywK9AY7W6m8NmNA,Shirley,2,5.0
xaXRzzAfVC5UYNxQ8PgDBQ,Tom,27,2.83
0aEIDIxXUo5cf1ZH7ky3cA,Michael,9,3.4
pZfuMLPmjTA1GMu78Avy9A,Alejandro,7,4.14
BigT5V2zGNKENahQHrkIZA,Guy,118,3.57
dI5j8WyCd2fH7RRHlWgZRg,Colton,11,4.18
Pqv6HPtU7F17bIrE5GhawA,Picky,55,3.45
X8o-5qOff7TgaDuyKeGZKw,Araceli,6,3.86
rvhAG8snMnMcPB1FJ8jATQ,Lily,38,4.12
Xk_Le-ddE6EZHcwskRrTYg,Ashley,3,3.67
21ru-CM1aAhi0TRzFSc-wQ,Luvina,8,3.9
t5qZysyGjfeolxOMFpBaqw,M,88,4.58
7KA4iTMQeRvxgls1owMI8A,Christine,4,3.5
EEuPznFafnWSgQA9gSS5QA,Nathan,22,4.32
a8nInc3_hVFULKmIV2Hh6g,Mo,22,4.36
930efHJ6LuajmTNVv4n9bw,Lisa,24,4.33
SiZ-8W_8k9DKfXu8PxS_AQ,K,7,2.11
x2BWXlvE0plz--rV-29LuQ,Paula,2,2.0
Cq5m2QxUu-5w-sJq_4Hz2w,Cyril John,4,4.5
PKdl_6XwjJw-BYuwD3Niog,Daniel,14,3.33
pjKe-0zt7lIe5XCu8krkjw,Alan,9,4.44
cSnZBIYeatTs0sTP1bAQfQ,Amy,6,3.67
kAGRnCtmlphJ9JcfBE93RQ,Inna,2,5.0
y49gFYwclVA7xzNX6N59ew,Brett,2,5.0
F4K1ZOdRVZI5vh719i3peQ,Amy,1,5.0
RRbWQpTYhQrCzfHXXp1bUQ,Sam,30,4.18
tacZb_fZhSUmE_RwGZ4z5Q,Bonito,3,3.67
ciXKo--3ImS-ahvZIM3RFg,Milena,4,3.75
M4keRrcRCqWudU669j3kXA,Anna,11,4.82
8jBnD6UukkQUmN3OqgbzWQ,Margaret,10,4.3
FrgJ8DdeXEF1GkAjT3JR2Q,Sarah,58,4.08
BZh6-z9RbtSg6JeJqsKlQg,J,31,3.97
IA0mCGB8XjjV7v-Z0_ERBw,Lacey,33,2.62
MZvpZZ8CuUhwgMbyaFkIAw,Barb,65,3.87
GaECP-x9j-0nNklpN6u2mA,Ellie,4,4.25
rU-DNX-zDSphBkAkrY_Fhg,Eva,20,4.55
QXQmWRlTeodSyWcSTnOg5w,Ellen,3,3.67
jj1vDmXRB2N3gCoEUvvgUA,Tian,6,3.67
yBHwrD7avAJKIDTkTh2zYA,amy,89,4.02
veapnahjpPEGPP_MugL0xQ,Sarah,12,3.29
gw1SaU84DOYDVD5iGhm1lA,Jeannie,8,5.0
usUg83SMLTxWZkwS6R14Qg,Laurie,3,5.0
cBvhBfmjjyeUYaybFBnrEg,Brandon,10,4.0
udX-4cr1OLgwa8C-xMgg4Q,Carl,14,1.5
xy8IVDDcmXBzIVWS7zaLtg,Jeff,31,4.18
QavV2lA3Y_WjsxQEb7cKbA,Leah,4,5.0
YmZ6qiHCb58A8dHcs0_NxQ,Rebecca,2,3.33
Vz6V4Mi4Yd068cRnpgxnYQ,C,20,3.22
XCtRT3JYmQGT0yb31vDeyg,Lorena,2,5.0
9c3rJ7LpW6g01dWe6mBksQ,Sierra,2,3.0
CEveG6090z0LeFkjMAEPAQ,Benjamin,22,3.13
LBvQm6U1f99B2KONA6RTOA,Rob,11,3.55
HgMAHhU9lx0oPR70JfZEGg,Christina,12,3.75
gRDnqQjzIUEBxm75Dhtxmg,Kristina,2,2.5
81_svEUM-f2jvZodDKYdPg,J,18,2.32
nN3PhrR112CEnp7tc0kGSw,Mary,12,3.5
Cid3Ik0luh6YoCbHGMKD0g,Joan,2,4.5
6XY907fW9V1ygs6x3Er1nA,Ryan,1,5.0
LD6kMBX7LUEVLYYW9z5vOw,Alessio,66,3.45
XpyLucCfAOivWg8ceZZX6w,Warren,9,1.22
NDn9vwB1hWLbrlYuBzz0rg,Kim,19,4.61
5MLwYhVley-xoUJZUgZiUw,VickyRuben,7,5.0
OTF3VdmGpgdmroC3nw8rZg,Jessie,4,5.0
mVcBsLVnw1zgX4IrPSaxOQ,Birju,3,3.67
WR-hbP0vgVGChHFdJVQgFA,Sam,8,4.5
j6yvDwBYeB7l8lFZqT_CrA,Matthew,12,4.54
gKYMarQ0zyC_Ntossglhfg,Mlg,22,3.09
CQzfgHoeVdpXuAvGlipG6A,Rocky,12,3.33
wPkBUtNPfBcPT_U5O7KDFQ,Rebecca,66,3.04
ewcSiHrE_i9W4Dsnivg33g,Virginia M,20,4.87
Aq6yp5yN8DbLKIfhsSIoYw,Megan,2,5.0
rO294JiIKEsXGdjJhakdsw,Aashini,42,3.72
Y_gVr5WOMoTX6osc4rRJHg,Amanda,19,4.42
6BuQZK2Ie6QrAH6nUYxKUA,Ryan,10,3.82
WSzcC0W-JaUcGMZBp87f6g,S,32,4.22
axtt9TueR99y8lfgCLM8eA,Yi,11,2.18
qnh8_mGsogWmWP-YUkZpGg,Diana,2,4.0
3TMgwXvfpPNa9Gk5u8bzyQ,Mark,7,4.43
cLfjYRovhQt_gohtKzGz2A,Dana,29,3.42
rVa7cBBhRvCxvBui3Mkc2w,Nichole,18,4.5
O75seiu0VjzefAyr6dqpTg,Emad,12,3.17
cZpfzMpaxsZzd5nwGqObfA,Patty,22,4.41
AmGiVyTardq1JnftyV4zRg,Richard,4,3.75
2u8FMgTyJrAeLMj0cLzyvw,A,5,3.0
e3TqUowBhVu7Wl2nhJ6sMw,Madison,3,3.67
RiZRVXTNurnuF4b2xufFUA,Kathy,7,3.63
VBxew6izVOrOtb7x6cu5Rw,Mimi,44,3.09
nDk67t9w1W7_k-5rLTjkOg,Michael,4,5.0
Qe4yc5iNtH8wdATZS_iF0A,Angel,27,4.18
Fijhu8Hd1OP3MTNJXT0a2w,L,89,4.09
mPsuPKnQ6XW-2a_CNehVWw,Karina,3,5.0
2Pf75b_-cmPwz8AY73KgCg,Bill,74,3.2
KFRaOOoqUjX2-g0YMHiBQA,Rocio,13,4.71
WiPE-q3XfkNFizWhdYNF5Q,Erica,13,4.69
8oBu66rizt0LDNuT28atyg,Nicole,40,3.32
uqdufvl2ihKmry47qTBTUA,Jeffrey,3,3.33
wd4auFDa78rT-R0XcHgjHw,Ajj,32,3.72
DG6HxjEbt4_jOeePS_LbZQ,Cathey,1,3.0
yQg5mQPzZAxi_NJ4P6KHEQ,David,5,3.2
_NeMjWqy8UU3GFfqoPupSA,Daphne,6,3.0
3BG_pWdTfHK09enLLrPnpA,Jessica,11,3.36
QEMsk7ysZM-pXpCLz4KSeA,Just,16,4.59
pUUCXb3TS8cR2stXT8dWkw,Tanya,4,3.75
XhusEPozXgT6skKr1-jBWw,Eluzabeth,3,2.0
wXH4NoDhlNf5_k4NSCLDEQ,Gl,12,4.33
VmcMQ-vk4wwjd1XkBXuzpw,Steffe,53,2.77
D7l0fu6gtZwnQGpAnfe0zw,Tina,11,3.85
MUqz0tPlkUekq6VUrevHxw,Rhonda,10,3.5
V8ClROQrKhw_vZUWSYEG0w,Marilia,6,5.0
QlYgOCrIprj-eWY00lIP6w,Marissa,17,3.18
c3S-0rDpBsubU_vYxlaHbw,Daniel,3,3.33
Rbi4xpjnlNh697LauBYXWw,Andi,20,3.64
92JFeJdYHmEPU9tbEIrRfA,Mir,36,3.47
A6hfGonNKNhC0z0wVq_yPw,Bob,3,3.5
9MJQwV3wGPrskMbfe8G56A,Bob,9,4.67
5flkgk1Bmhb5Iuhr7uMh5g,Markus,3,1.8
